rank,lat_cell,lon_cell,records,active_days,priority_score_0_100,police_station,junction,peak_hour_IST,peak_hour_count,peak_hour_share,top_weekday,avg_violation_severity_1_5,avg_vehicle_obstruction_1_5,top_violations,top_vehicle_types,sample_location
442,13.05,77.593,204,46,21.78,Kodigehalli,No Junction,02:00-02:59,44,0.2157,Wednesday,2.16,2.67,WRONG PARKING (125); NO PARKING (97); PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC (10),CAR (133); PASSENGER AUTO (22); SCOOTER (18),"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
443,13.0,77.676,280,46,21.68,Mahadevapura,No Junction,10:00-10:59,45,0.1607,Thursday,2.61,1.92,WRONG PARKING (160); NO PARKING (124); PARKING IN A MAIN ROAD (40),PASSENGER AUTO (85); SCOOTER (74); MOTOR CYCLE (58),"Outer Ring Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
444,12.964,77.555,145,33,21.67,Magadi Road,No Junction,02:00-02:59,47,0.3241,Tuesday,2.78,2.26,NO PARKING (83); WRONG PARKING (62); PARKING IN A MAIN ROAD (36),PASSENGER AUTO (42); SCOOTER (34); CAR (23),"JJR Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)"
445,13.07,77.587,334,55,21.61,Kodigehalli,No Junction,11:00-11:59,86,0.2575,Monday,2.07,1.39,WRONG PARKING (217); NO PARKING (117); PARKING ON FOOTPATH (15),SCOOTER (188); MOTOR CYCLE (80); CAR (59),"Ayyappa Temple Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
446,12.998,77.571,242,57,21.6,Malleshwaram,No Junction,11:00-11:59,51,0.2107,Monday,2.01,1.94,WRONG PARKING (168); NO PARKING (74); PARKING IN A MAIN ROAD (1),SCOOTER (103); CAR (99); MOTOR CYCLE (21),"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
447,12.996,77.694,197,40,21.6,Mahadevapura,No Junction,10:00-10:59,44,0.2234,Sunday,2.76,2.08,NO PARKING (130); WRONG PARKING (76); PARKING IN A MAIN ROAD (43),PASSENGER AUTO (56); SCOOTER (53); CAR (44),"Whitefield Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnat"
448,12.938,77.698,144,48,21.59,HAL Old Airport,No Junction,12:00-12:59,22,0.1528,Tuesday,2.66,2.25,WRONG PARKING (95); NO PARKING (73); PARKING IN A MAIN ROAD (29),CAR (48); SCOOTER (32); MOTOR CYCLE (19),"Panathur Main Road, Mariyappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
449,12.996,77.614,326,60,21.52,Pulikeshinagar(F.Town),No Junction,13:00-13:59,75,0.2301,Tuesday,2.0,1.29,NO PARKING (299); WRONG PARKING (27); DEFECTIVE NUMBER PLATE (5),SCOOTER (222); MOTOR CYCLE (50); CAR (38),"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
450,13.01,77.554,120,52,21.51,Malleshwaram,No Junction,10:00-10:59,36,0.3,Monday,2.0,2.29,WRONG PARKING (73); NO PARKING (47); DEFECTIVE NUMBER PLATE (2),CAR (47); SCOOTER (28); PASSENGER AUTO (23),"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
451,13.01,77.555,116,55,21.43,Malleshwaram,No Junction,09:00-09:59,34,0.2931,Saturday,2.02,2.07,WRONG PARKING (63); NO PARKING (54); DEFECTIVE NUMBER PLATE (2),PASSENGER AUTO (39); SCOOTER (27); CAR (22),"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
452,12.958,77.519,154,42,21.4,Byatarayanapura,No Junction,11:00-11:59,25,0.1623,Friday,2.82,2.23,NO PARKING (109); WRONG PARKING (45); PARKING IN A MAIN ROAD (41),CAR (59); SCOOTER (37); MOTOR CYCLE (17),"Dr Rajkumar Puniya Bhoomi Road, Nagarabavi Circle, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)"
453,12.928,77.681,187,45,21.38,Bellandur,No Junction,04:00-04:59,38,0.2032,Tuesday,2.02,2.89,WRONG PARKING (162); NO PARKING (25); DEFECTIVE NUMBER PLATE (1),MAXI-CAB (101); CAR (39); PASSENGER AUTO (31),"Outer Ring Road, Prestige Signature Tower, Yemlur, Bengaluru, Karnataka. Pin-560103 (India)"
454,12.96,77.646,110,45,21.37,Jeevanbheemanagar,No Junction,03:00-03:59,27,0.2455,Friday,2.15,2.78,NO PARKING (108); PARKING IN A MAIN ROAD (5); WRONG PARKING (3),MAXI-CAB (58); PASSENGER AUTO (38); CAR (7),"Golf Avenue Road, Anjaneya Techno Park, ISRO Colony, Domlur, Bengaluru, Karnataka. Pin-560008 (India)"
455,12.843,77.644,131,47,21.36,Electronic City,No Junction,13:00-13:59,53,0.4046,Monday,2.24,1.63,NO PARKING (69); WRONG PARKING (63); PARKING IN A MAIN ROAD (8),SCOOTER (50); MOTOR CYCLE (40); CAR (29),"Neeladri Road, Doddathoguru Cross Junction, Bengaluru, Karnataka. Pin-560100 (India)"
456,12.897,77.72,153,63,21.35,Whitefield,No Junction,11:00-11:59,27,0.1765,Friday,2.19,1.67,WRONG PARKING (114); NO PARKING (43); DEFECTIVE NUMBER PLATE (10),SCOOTER (56); MOTOR CYCLE (38); CAR (27),"Sarjapura Main Road, Kodathi Gate, Kodathi, Bengaluru, Karnataka. Pin-560035 (India)"
457,12.96,77.645,123,52,21.33,Jeevanbheemanagar,No Junction,04:00-04:59,25,0.2033,Thursday,2.11,2.5,NO PARKING (121); PARKING ON FOOTPATH (5); WRONG PARKING (5),PASSENGER AUTO (51); MAXI-CAB (31); CAR (20),"Old Airport Road, Anjaneya Techno Park, ISRO Colony, Domlur, Bengaluru, Karnataka. Pin-560008 (India)"
458,13.019,77.532,142,43,21.28,Rajajinagar,No Junction,11:00-11:59,26,0.1831,Wednesday,2.51,2.51,WRONG PARKING (73); NO PARKING (69); PARKING IN A MAIN ROAD (24),CAR (55); SCOOTER (24); LGV (18),"Dr Rajkumar Puniya Bhoomi Road, Block 2, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
459,12.963,77.717,145,47,21.26,HAL Old Airport,No Junction,05:00-05:59,35,0.2414,Tuesday,2.0,2.69,WRONG PARKING (142); DEFECTIVE NUMBER PLATE (3); NO PARKING (3),CAR (53); MAXI-CAB (39); PASSENGER AUTO (23),"ITPL Main Road, Pebble Creek, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)"
460,12.912,77.626,144,47,21.25,HSR Layout,No Junction,08:00-08:59,38,0.2639,Thursday,2.12,2.39,NO PARKING (112); WRONG PARKING (33); DEFECTIVE NUMBER PLATE (7),CAR (39); SCOOTER (33); PRIVATE BUS (25),"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
461,12.993,77.662,263,58,21.16,Banaswadi,No Junction,14:00-14:59,65,0.2471,Sunday,2.0,1.41,NO PARKING (247); WRONG PARKING (16); DEFECTIVE NUMBER PLATE (2),SCOOTER (108); MOTOR CYCLE (83); CAR (26),"Old Madras Road, Gopalan Signature Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)"
462,12.965,77.555,193,43,21.12,Magadi Road,No Junction,11:00-11:59,37,0.1917,Wednesday,2.71,1.88,NO PARKING (117); WRONG PARKING (77); PARKING IN A MAIN ROAD (43),SCOOTER (76); PASSENGER AUTO (59); CAR (29),"8th Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)"
463,12.997,77.568,139,30,21.07,Malleshwaram,No Junction,10:00-10:59,65,0.4676,Wednesday,2.0,2.63,WRONG PARKING (111); NO PARKING (28),CAR (91); PASSENGER AUTO (14); SCOOTER (14),"4th Main Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
464,12.982,77.613,186,41,20.99,Shivajinagar,No Junction,11:00-11:59,51,0.2742,Sunday,2.03,2.59,WRONG PARKING (94); NO PARKING (92); PARKING IN A MAIN ROAD (2),CAR (123); MOTOR CYCLE (19); MAXI-CAB (14),"Gangadhara Chetty Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
465,12.975,77.62,135,31,20.97,Halasur,No Junction,04:00-04:59,42,0.3111,Monday,2.67,2.3,NO PARKING (125); PARKING IN A MAIN ROAD (27); WRONG PARKING (24),CAR (63); SCOOTER (26); MOTOR CYCLE (18),"Murphy Road, Begum Mahal Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)"
466,12.96,77.716,131,39,20.96,HAL Old Airport,No Junction,05:00-05:59,40,0.3053,Saturday,2.05,2.74,WRONG PARKING (131); PARKING IN A MAIN ROAD (2),MAXI-CAB (54); CAR (49); PASSENGER AUTO (11),"ITPL Main Road, Maruthi Emerald, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)"
467,12.931,77.607,255,56,20.95,Mico Layout,No Junction,03:00-03:59,72,0.2824,Tuesday,2.13,1.1,NO PARKING (226); WRONG PARKING (29); PARKING IN A MAIN ROAD (11),SCOOTER (173); MOTOR CYCLE (69); PASSENGER AUTO (6),"Sadduguntepalya Road, Bharthi Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)"
468,13.098,77.599,111,41,20.92,Yelahanka,No Junction,01:00-01:59,41,0.3694,Thursday,2.11,2.26,WRONG PARKING (72); NO PARKING (39); DEFECTIVE NUMBER PLATE (5),SCOOTER (26); CAR (23); MOTOR CYCLE (16),"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)"
469,12.997,77.571,136,53,20.85,Malleshwaram,No Junction,08:00-08:59,30,0.2206,Tuesday,2.0,2.22,WRONG PARKING (87); NO PARKING (49); DEFECTIVE NUMBER PLATE (5),CAR (60); SCOOTER (32); PASSENGER AUTO (25),"Sri Venkataranga Ayangar Road, Malleshwaram Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
470,13.19,77.681,139,41,20.84,Devanahalli Airport,No Junction,05:00-05:59,30,0.2158,Saturday,2.02,3.0,WRONG PARKING (114); NO PARKING (28); PARKING IN A MAIN ROAD (1),CAR (134); TEMPO (3); PASSENGER AUTO (1),"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
471,13.009,77.697,108,40,20.83,K.R. Pura,No Junction,11:00-11:59,25,0.2315,Monday,2.5,2.39,WRONG PARKING (66); NO PARKING (43); PARKING IN A MAIN ROAD (18),CAR (43); SCOOTER (28); MOTOR CYCLE (11),"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)"
472,13.047,77.576,305,56,20.81,Kodigehalli,No Junction,02:00-02:59,64,0.2098,Thursday,2.01,1.37,WRONG PARKING (226); NO PARKING (79); DEFECTIVE NUMBER PLATE (25),SCOOTER (133); MOTOR CYCLE (109); PASSENGER AUTO (17),"Bhadrappa Flyover, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
473,12.97,77.639,117,34,20.71,Jeevanbheemanagar,No Junction,07:00-07:59,35,0.2991,Saturday,2.33,2.61,NO PARKING (109); WRONG PARKING (15); PARKING IN A MAIN ROAD (13),CAR (79); SCOOTER (11); MOTOR CYCLE (10),"12th Main Road, Kittur Rani Chennamma Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
474,12.931,77.685,116,38,20.7,HAL Old Airport,No Junction,07:00-07:59,25,0.2155,Wednesday,2.49,2.53,NO PARKING (81); WRONG PARKING (48); PARKING IN A MAIN ROAD (16),CAR (43); MAXI-CAB (25); PASSENGER AUTO (22),"Outer Ring Road, Shilpitha Tech Park, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)"
475,12.988,77.735,115,13,20.63,Mahadevapura,No Junction,10:00-10:59,30,0.2609,Tuesday,4.44,1.02,PARKING ON FOOTPATH (113); WRONG PARKING (108); DOUBLE PARKING (82),MOTOR CYCLE (60); SCOOTER (54); CAR (1),"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
476,13.028,77.586,144,53,20.63,R.T. Nagar,No Junction,08:00-08:59,20,0.1389,Wednesday,2.02,2.46,WRONG PARKING (73); NO PARKING (71); DEFECTIVE NUMBER PLATE (8),CAR (87); SCOOTER (28); MOTOR CYCLE (12),"11th Cross Road, Laxmaiah Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560024 (India)"
477,12.995,77.61,113,24,20.51,Pulikeshinagar(F.Town),No Junction,03:00-03:59,60,0.531,Thursday,2.08,2.42,WRONG PARKING (107); NO PARKING (6); PARKING IN A MAIN ROAD (3),CAR (65); SCOOTER (27); PASSENGER AUTO (11),"Promenade Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
478,13.006,77.687,156,44,20.5,K.R. Pura,No Junction,01:00-01:59,42,0.2692,Thursday,2.23,1.99,WRONG PARKING (141); NO PARKING (15); PARKING IN A MAIN ROAD (12),SCOOTER (61); CAR (53); MOTOR CYCLE (16),"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
479,12.9,77.675,159,50,20.49,Bellandur,No Junction,10:00-10:59,34,0.2138,Sunday,2.01,2.17,NO PARKING (107); WRONG PARKING (52); PARKING ON FOOTPATH (2),CAR (81); SCOOTER (44); MOTOR CYCLE (20),"Amrutha College Road, Kristal Jasper Villa, Haralur, Bengaluru, Karnataka. Pin-560035 (India)"
480,13.0,77.675,111,36,20.48,Banaswadi,No Junction,01:00-01:59,37,0.3333,Sunday,2.05,2.64,NO PARKING (83); WRONG PARKING (29); REFUSE TO GO FOR HIRE (6),PASSENGER AUTO (69); CAR (31); SCOOTER (3),"Outer Ring Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
481,12.842,77.648,240,38,20.48,Electronic City,No Junction,12:00-12:59,126,0.525,Sunday,2.0,1.11,WRONG PARKING (190); NO PARKING (50); DEFECTIVE NUMBER PLATE (3),SCOOTER (121); MOTOR CYCLE (106); CAR (8),"Neeladri Road, Neeladri Nagar, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
482,13.005,77.57,172,36,20.47,Malleshwaram,No Junction,07:00-07:59,46,0.2674,Tuesday,2.0,2.8,NO PARKING (101); WRONG PARKING (71); DEFECTIVE NUMBER PLATE (1),CAR (140); PASSENGER AUTO (16); SCOOTER (10),"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
483,12.888,77.562,163,41,20.45,Thalagattapura,No Junction,11:00-11:59,78,0.4785,Wednesday,2.0,1.43,NO PARKING (140); WRONG PARKING (24); DEFECTIVE NUMBER PLATE (2),SCOOTER (93); MOTOR CYCLE (34); CAR (23),"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)"
484,12.959,77.701,111,37,20.42,HAL Old Airport,No Junction,07:00-07:59,32,0.2883,Friday,2.44,2.18,NO PARKING (109); PARKING IN A MAIN ROAD (16); WRONG PARKING (2),CAR (34); SCOOTER (23); MOTOR CYCLE (22),"Marathahalli Underpass, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
485,12.99,77.573,228,54,20.4,Sheshadripuram,No Junction,11:00-11:59,46,0.2018,Friday,2.07,1.55,NO PARKING (202); WRONG PARKING (28); DEFECTIVE NUMBER PLATE (4),SCOOTER (113); MOTOR CYCLE (49); CAR (39),"Sirur Park Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
486,12.937,77.585,267,62,20.39,Wilson Garden,No Junction,12:00-12:59,36,0.1348,Monday,2.02,1.26,NO PARKING (179); WRONG PARKING (88); DEFECTIVE NUMBER PLATE (6),SCOOTER (166); MOTOR CYCLE (64); CAR (32),"T Mariyappa Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)"
487,12.97,77.607,408,45,20.38,Ashok Nagar,No Junction,04:00-04:59,99,0.2426,Friday,2.09,1.19,NO PARKING (375); WRONG PARKING (33); PARKING ON FOOTPATH (23),SCOOTER (278); MOTOR CYCLE (83); CAR (35),"Markham Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)"
488,13.064,77.587,119,33,20.33,Kodigehalli,No Junction,13:00-13:59,36,0.3025,Friday,2.48,2.25,WRONG PARKING (62); NO PARKING (59); PARKING NEAR ROAD CROSSING (13),CAR (69); SCOOTER (30); MOTOR CYCLE (15),"20th Main Road, Oscar Orchards, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
489,12.996,77.571,207,43,20.33,Malleshwaram,No Junction,06:00-06:59,53,0.256,Friday,2.0,2.18,WRONG PARKING (117); NO PARKING (90); DEFECTIVE NUMBER PLATE (1),CAR (82); SCOOTER (53); PASSENGER AUTO (48),"Sri Venkataranga Ayangar Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
490,12.899,77.675,240,48,20.33,Bellandur,No Junction,11:00-11:59,43,0.1792,Sunday,2.01,2.08,WRONG PARKING (135); NO PARKING (105); DEFECTIVE NUMBER PLATE (7),CAR (87); SCOOTER (56); MOTOR CYCLE (46),"Amrutha College Road, Azalea, Owners Court Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)"
491,12.978,77.64,111,29,20.33,Jeevanbheemanagar,No Junction,09:00-09:59,46,0.4144,Friday,2.86,1.42,NO PARKING (97); WRONG PARKING (45); PARKING IN A MAIN ROAD (18),SCOOTER (45); MOTOR CYCLE (37); PASSENGER AUTO (14),"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)"
492,13.002,77.571,179,50,20.16,Malleshwaram,No Junction,10:00-10:59,35,0.1955,Tuesday,2.04,1.98,WRONG PARKING (119); NO PARKING (60); PARKING ON FOOTPATH (1),CAR (69); SCOOTER (52); MOTOR CYCLE (33),"11th Cross Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
493,12.973,77.62,127,46,20.14,Halasur,No Junction,04:00-04:59,19,0.1496,Sunday,2.05,2.66,NO PARKING (121); WRONG PARKING (8); PARKING IN A MAIN ROAD (2),CAR (64); PASSENGER AUTO (25); MAXI-CAB (21),"Murphy Road, 1 MG Road Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)"
494,13.057,77.547,114,52,20.11,Jalahalli,No Junction,11:00-11:59,24,0.2105,Tuesday,2.05,1.98,NO PARKING (83); WRONG PARKING (33); PARKING IN A MAIN ROAD (2),CAR (46); MOTOR CYCLE (31); SCOOTER (24),"Soniya Gandhi Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)"
495,12.995,77.614,223,47,20.09,Pulikeshinagar(F.Town),No Junction,12:00-12:59,78,0.3498,Tuesday,2.0,1.26,NO PARKING (207); WRONG PARKING (16); DEFECTIVE NUMBER PLATE (4),SCOOTER (156); MOTOR CYCLE (36); CAR (24),"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
496,12.938,77.699,103,42,20.08,HAL Old Airport,No Junction,11:00-11:59,14,0.1359,Tuesday,2.73,2.04,NO PARKING (63); WRONG PARKING (52); PARKING IN A MAIN ROAD (25),CAR (27); SCOOTER (26); MOTOR CYCLE (21),"Panathur Main Road, Mariyappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
497,13.006,77.569,509,41,20.07,Malleshwaram,No Junction,06:00-06:59,75,0.1473,Tuesday,2.01,1.52,NO PARKING (376); WRONG PARKING (133); DEFECTIVE NUMBER PLATE (3),MOTOR CYCLE (196); SCOOTER (173); CAR (108),"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
498,12.969,77.641,286,55,20.07,Jeevanbheemanagar,No Junction,08:00-08:59,60,0.2098,Friday,2.02,1.13,WRONG PARKING (177); NO PARKING (109); DEFECTIVE NUMBER PLATE (1),MOTOR CYCLE (153); SCOOTER (114); CAR (17),"Domlur Inner Ring Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
499,12.913,77.635,325,46,20.03,HSR Layout,No Junction,14:00-14:59,101,0.3108,Sunday,2.0,1.08,NO PARKING (284); WRONG PARKING (41); DEFECTIVE NUMBER PLATE (6),MOTOR CYCLE (145); SCOOTER (96); MOPED (70),"9th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (Ind"
500,12.917,77.673,109,38,19.98,Bellandur,No Junction,10:00-10:59,33,0.3028,Wednesday,2.31,2.02,WRONG PARKING (80); NO PARKING (33); PARKING IN A MAIN ROAD (10),CAR (29); SCOOTER (27); MOTOR CYCLE (27),"Sarjapura Main Road, Divyasree Elan Homes, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
501,12.985,77.605,223,45,19.95,Shivajinagar,No Junction,04:00-04:59,47,0.2108,Monday,2.09,1.87,WRONG PARKING (170); NO PARKING (53); DEFECTIVE NUMBER PLATE (9),SCOOTER (90); CAR (42); PASSENGER AUTO (37),"MPV Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)"
502,12.994,77.61,102,24,19.91,Pulikeshinagar(F.Town),No Junction,03:00-03:59,58,0.5686,Tuesday,2.0,2.1,WRONG PARKING (81); NO PARKING (21); DEFECTIVE NUMBER PLATE (3),CAR (45); SCOOTER (38); MOTOR CYCLE (6),"Saunders Road, Sarvanton Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
503,13.005,77.571,173,43,19.88,Malleshwaram,No Junction,05:00-05:59,28,0.1618,Friday,2.0,2.56,WRONG PARKING (87); NO PARKING (86); DEFECTIVE NUMBER PLATE (2),CAR (123); SCOOTER (20); PASSENGER AUTO (13),"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
504,12.87,77.654,115,22,19.86,Electronic City,No Junction,12:00-12:59,81,0.7043,Friday,2.03,1.42,WRONG PARKING (108); NO PARKING (7); PARKING ON FOOTPATH (1),SCOOTER (54); MOTOR CYCLE (34); CAR (16),"Hosa Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)"
505,12.931,77.606,111,41,19.82,Mico Layout,No Junction,02:00-02:59,50,0.4505,Saturday,2.16,1.22,NO PARKING (85); WRONG PARKING (26); PARKING IN A MAIN ROAD (6),SCOOTER (71); MOTOR CYCLE (28); CAR (7),"1st Main Road, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)"
506,12.978,77.639,146,29,19.76,Jeevanbheemanagar,No Junction,09:00-09:59,37,0.2534,Friday,2.95,1.67,NO PARKING (136); WRONG PARKING (54); PARKING IN A MAIN ROAD (42),SCOOTER (52); PASSENGER AUTO (46); MOTOR CYCLE (28),"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)"
507,13.0,77.569,157,34,19.75,Malleshwaram,No Junction,07:00-07:59,46,0.293,Saturday,2.0,2.5,WRONG PARKING (135); NO PARKING (22),PASSENGER AUTO (88); CAR (49); SCOOTER (11),"Siddavanahalli Krishna Sharma Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
508,12.876,77.648,155,39,19.74,Hulimavu,No Junction,03:00-03:59,36,0.2323,Sunday,2.02,2.45,WRONG PARKING (155); PARKING IN A MAIN ROAD (1),CAR (77); FACTORY BUS (15); LORRY/GOODS VEHICLE (14),"Hosur Road, Singasandra Industrial Estate, Begur, Bengaluru, Karnataka. Pin-560068 (India)"
509,13.071,77.587,227,47,19.72,Kodigehalli,No Junction,11:00-11:59,65,0.2863,Saturday,2.02,1.35,WRONG PARKING (158); NO PARKING (69); PARKING ON FOOTPATH (4),SCOOTER (136); MOTOR CYCLE (50); CAR (31),"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
510,12.996,77.613,201,52,19.71,Pulikeshinagar(F.Town),No Junction,12:00-12:59,46,0.2289,Wednesday,2.0,1.42,NO PARKING (166); WRONG PARKING (35); DEFECTIVE NUMBER PLATE (6),SCOOTER (118); CAR (38); MOTOR CYCLE (36),"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
511,12.932,77.692,232,24,19.6,HAL Old Airport,No Junction,05:00-05:59,57,0.2457,Thursday,3.1,1.39,NO PARKING (129); WRONG PARKING (112); PARKING IN A MAIN ROAD (65),SCOOTER (117); MOTOR CYCLE (62); CAR (35),"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)"
512,12.912,77.636,218,50,19.59,HSR Layout,No Junction,14:00-14:59,51,0.2339,Sunday,2.0,1.4,WRONG PARKING (176); NO PARKING (42); DEFECTIVE NUMBER PLATE (4),MOTOR CYCLE (77); SCOOTER (73); CAR (39),"17th Cross Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (I"
513,12.911,77.638,332,49,19.58,HSR Layout,No Junction,12:00-12:59,51,0.1536,Saturday,2.0,1.42,NO PARKING (276); WRONG PARKING (56); DEFECTIVE NUMBER PLATE (3),SCOOTER (153); MOTOR CYCLE (110); CAR (69),"14th Main Road, Dr BR Ambedkar Layout, Sector 3, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
514,12.957,77.715,142,32,19.58,HAL Old Airport,No Junction,02:00-02:59,27,0.1901,Saturday,2.61,2.21,WRONG PARKING (123); PARKING IN A MAIN ROAD (29); NO PARKING (26),CAR (40); SCOOTER (30); MAXI-CAB (28),"ITPL Main Road, Arvind Avenue, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)"
515,12.988,77.734,256,17,19.55,Mahadevapura,No Junction,12:00-12:59,81,0.3164,Tuesday,3.34,1.03,PARKING ON FOOTPATH (251); WRONG PARKING (218); NO PARKING (71),MOTOR CYCLE (129); SCOOTER (123); CAR (3),"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
516,12.99,77.574,103,42,19.25,Sheshadripuram,No Junction,06:00-06:59,21,0.2039,Wednesday,2.0,2.38,NO PARKING (80); WRONG PARKING (23),CAR (56); SCOOTER (27); MOTOR CYCLE (6),"J Lingaiah Road, Shree MG Seshadri Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
517,12.907,77.632,153,29,19.15,HSR Layout,No Junction,13:00-13:59,63,0.4118,Saturday,2.0,1.96,WRONG PARKING (140); NO PARKING (13); DEFECTIVE NUMBER PLATE (4),SCOOTER (66); CAR (36); LGV (20),"Hosapalya Main Road, S Nazir Sab Layout, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)"
